"locality","unit","family type","type of income","time","Family income"
"Alluitsoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",...
"Alluitsoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",...
"Alluitsoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",...
"Alluitsoq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",...
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",143936
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",135001
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",137197
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",142645
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",147080
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",150177
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",142036
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",139459
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",159316
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",158259
"Alluitsup Paa","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",148374
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",224871
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",220618
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",243688
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",236888
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",253696
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",242708
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",233640
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",222258
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",262591
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",237474
"Alluitsup Paa","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",254407
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",97687
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",98812
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",97795
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",101293
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",86873
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",109504
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",102305
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",103417
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",106990
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",119817
"Alluitsup Paa","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",107375
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",..
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",...
"Nalunaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",..
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",...
"Nalunaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2012",..
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2013",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2014",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2015",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2016",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2017",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2018",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2019",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2020",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2021",...
"Nalunaq","Average income for alle families (DKK)","Single people, total","1. Disposable income (2-23-24+25-26)","2022",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2012",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2013",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2014",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2015",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2016",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2017",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2018",..
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2019",...
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2020",...
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2021",...
"Qorlortorsuaq","Average income for alle families (DKK)","Families, total","1. Disposable income (2-23-24+25-26)","2022",...
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2012",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2013",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2014",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2015",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2016",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2017",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2018",..
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2019",...
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2020",...
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2021",...
"Qorlortorsuaq","Average income for alle families (DKK)","Couples, total","1. Disposable income (2-23-24+25-26)","2022",...
